ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CT,2020-07-31,1328,1319,0,0,8,1
EX,2020-07-31,38,38,0,0,0,0
GA,2020-07-31,33,33,0,0,0,0
IB,2020-07-31,78,78,0,0,0,0
MC,2020-07-31,55,55,0,0,0,0
MD,2020-07-31,743,738,0,5,0,0
ML,2020-07-31,0,0,0,0,0,0
NC,2020-07-31,72,72,0,0,0,0
PV,2020-07-31,192,179,0,13,0,0
RI,2020-07-31,7,7,0,0,0,0
VC,2020-07-31,246,246,0,0,0,0
AN,2020-08-01,248,248,0,0,0,0
AR,2020-08-01,841,841,0,0,0,0
AS,2020-08-01,17,17,0,0,0,0
CB,2020-08-01,38,37,0,0,0,1
CE,2020-08-01,0,0,0,0,0,0
CL,2020-08-01,90,90,0,0,0,0
CM,2020-08-01,57,57,0,0,0,0
CN,2020-08-01,30,30,0,0,0,0
CT,2020-08-01,821,819,0,0,2,0
EX,2020-08-01,18,18,0,0,0,0
GA,2020-08-01,39,39,0,0,0,0
IB,2020-08-01,117,117,0,0,0,0
MC,2020-08-01,82,82,0,0,0,0
MD,2020-08-01,698,688,0,10,0,0
ML,2020-08-01,8,8,0,0,0,0
NC,2020-08-01,88,88,0,0,0,0
PV,2020-08-01,257,226,0,31,0,0
RI,2020-08-01,4,4,0,0,0,0
VC,2020-08-01,284,283,0,1,0,0
AN,2020-08-02,213,213,0,0,0,0
AR,2020-08-02,458,458,0,0,0,0
AS,2020-08-02,11,11,0,0,0,0
CB,2020-08-02,23,23,0,0,0,0
CE,2020-08-02,2,2,0,0,0,0
CL,2020-08-02,93,93,0,0,0,0
CM,2020-08-02,67,67,0,0,0,0
CN,2020-08-02,29,29,0,0,0,0
CT,2020-08-02,530,530,0,0,0,0
EX,2020-08-02,21,21,0,0,0,0
GA,2020-08-02,43,43,0,0,0,0
IB,2020-08-02,99,99,0,0,0,0
MC,2020-08-02,61,61,0,0,0,0
MD,2020-08-02,606,595,0,11,0,0
ML,2020-08-02,4,4,0,0,0,0
NC,2020-08-02,84,84,0,0,0,0
PV,2020-08-02,313,294,0,19,0,0
RI,2020-08-02,5,4,0,0,1,0
VC,2020-08-02,204,204,0,0,0,0
AN,2020-08-03,292,292,0,0,0,0
AR,2020-08-03,447,447,0,0,0,0
AS,2020-08-03,12,12,0,0,0,0
CB,2020-08-03,41,41,0,0,0,0
CE,2020-08-03,0,0,0,0,0,0
CL,2020-08-03,124,123,0,0,1,0
CM,2020-08-03,79,79,0,0,0,0
CN,2020-08-03,38,38,0,0,0,0
CT,2020-08-03,1038,1035,0,0,3,0
EX,2020-08-03,21,21,0,0,0,0
GA,2020-08-03,76,76,0,0,0,0
IB,2020-08-03,155,155,0,0,0,0
MC,2020-08-03,74,74,0,0,0,0
MD,2020-08-03,1000,976,0,24,0,0
ML,2020-08-03,4,4,0,0,0,0
NC,2020-08-03,106,106,0,0,0,0
PV,2020-08-03,442,427,0,15,0,0
RI,2020-08-03,10,9,0,0,1,0
VC,2020-08-03,276,276,0,0,0,0
AN,2020-08-04,285,285,0,0,0,0
AR,2020-08-04,528,527,0,0,1,0
AS,2020-08-04,19,19,0,0,0,0
CB,2020-08-04,49,49,0,0,0,0
CE,2020-08-04,0,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0,0
CM,2020-08-04,101,100,0,1,0,0
CN,2020-08-04,54,54,0,0,0,0
CT,2020-08-04,1162,1158,0,0,4,0
EX,2020-08-04,16,16,0,0,0,0
GA,2020-08-04,109,109,0,0,0,0
IB,2020-08-04,172,172,0,0,0,0
MC,2020-08-04,97,97,0,0,0,0
MD,2020-08-04,1136,1119,0,17,0,0
ML,2020-08-04,5,5,0,0,0,0
NC,2020-08-04,84,84,0,0,0,0
PV,2020-08-04,412,385,0,27,0,0
RI,2020-08-04,8,8,0,0,0,0
VC,2020-08-04,357,357,0,0,0,0
AN,2020-08-05,367,367,0,0,0,0
AR,2020-08-05,435,435,0,0,0,0
AS,2020-08-05,38,38,0,0,0,0
CB,2020-08-05,32,32,0,0,0,0
CE,2020-08-05,0,0,0,0,0,0
CL,2020-08-05,232,232,0,0,0,0
CM,2020-08-05,99,98,0,1,0,0
CN,2020-08-05,72,71,0,1,0,0
CT,2020-08-05,1142,1138,0,0,4,0
EX,2020-08-05,35,35,0,0,0,0
GA,2020-08-05,79,79,0,0,0,0
IB,2020-08-05,169,169,0,0,0,0
MC,2020-08-05,64,64,0,0,0,0
MD,2020-08-05,1128,1114,0,14,0,0
ML,2020-08-05,1,1,0,0,0,0
NC,2020-08-05,82,82,0,0,0,0
PV,2020-08-05,406,373,0,33,0,0
RI,2020-08-05,27,27,0,0,0,0
VC,2020-08-05,381,381,0,0,0,0
AN,2020-08-06,373,373,0,0,0,0
AR,2020-08-06,525,525,0,0,0,0
AS,2020-08-06,39,39,0,0,0,0
CB,2020-08-06,45,45,0,0,0,0
CE,2020-08-06,1,1,0,0,0,0
CL,2020-08-06,175,175,0,0,0,0
CM,2020-08-06,118,118,0,0,0,0
CN,2020-08-06,77,77,0,0,0,0
CT,2020-08-06,1055,1049,0,0,6,0
EX,2020-08-06,31,31,0,0,0,0
GA,2020-08-06,75,75,0,0,0,0
IB,2020-08-06,173,173,0,0,0,0
MC,2020-08-06,61,61,0,0,0,0
MD,2020-08-06,1134,1121,0,13,0,0
ML,2020-08-06,3,3,0,0,0,0
NC,2020-08-06,87,87,0,0,0,0
PV,2020-08-06,388,362,0,26,0,0
RI,2020-08-06,16,16,0,0,0,0
VC,2020-08-06,327,327,0,0,0,0
AN,2020-08-07,456,456,0,0,0,0
AR,2020-08-07,550,550,0,0,0,0
AS,2020-08-07,28,28,0,0,0,0
CB,2020-08-07,44,44,0,0,0,0
CE,2020-08-07,1,1,0,0,0,0
CL,2020-08-07,256,255,0,0,1,0
CM,2020-08-07,111,111,0,0,0,0
CN,2020-08-07,69,69,0,0,0,0
CT,2020-08-07,1308,1304,0,0,4,0
EX,2020-08-07,46,46,0,0,0,0
GA,2020-08-07,98,98,0,0,0,0
IB,2020-08-07,197,197,0,0,0,0
MC,2020-08-07,109,109,0,0,0,0
MD,2020-08-07,1417,1400,0,17,0,0
ML,2020-08-07,5,5,0,0,0,0
NC,2020-08-07,114,114,0,0,0,0
PV,2020-08-07,311,277,0,34,0,0
RI,2020-08-07,21,21,0,0,0,0
VC,2020-08-07,357,356,0,1,0,0
AN,2020-08-08,376,376,0,0,0,0
AR,2020-08-08,498,498,0,0,0,0
AS,2020-08-08,23,23,0,0,0,0
CB,2020-08-08,43,43,0,0,0,0
CE,2020-08-08,2,2,0,0,0,0
CL,2020-08-08,189,189,0,0,0,0
CM,2020-08-08,140,140,0,0,0,0
CN,2020-08-08,68,68,0,0,0,0
CT,2020-08-08,794,794,0,0,0,0
EX,2020-08-08,20,20,0,0,0,0
GA,2020-08-08,111,111,0,0,0,0
IB,2020-08-08,191,191,0,0,0,0
MC,2020-08-08,87,87,0,0,0,0
MD,2020-08-08,1025,1017,0,8,0,0
ML,2020-08-08,3,3,0,0,0,0
NC,2020-08-08,91,91,0,0,0,0
PV,2020-08-08,321,295,0,26,0,0
RI,2020-08-08,12,12,0,0,0,0
VC,2020-08-08,325,325,0,0,0,0
AN,2020-08-09,327,327,0,0,0,0
AR,2020-08-09,296,296,0,0,0,0
AS,2020-08-09,35,35,0,0,0,0
CB,2020-08-09,28,28,0,0,0,0
CE,2020-08-09,1,1,0,0,0,0
CL,2020-08-09,271,270,0,0,1,0
CM,2020-08-09,119,118,0,1,0,0
CN,2020-08-09,89,89,0,0,0,0
CT,2020-08-09,595,595,0,0,0,0
EX,2020-08-09,10,10,0,0,0,0
GA,2020-08-09,113,113,0,0,0,0
IB,2020-08-09,177,177,0,0,0,0
MC,2020-08-09,95,95,0,0,0,0
MD,2020-08-09,983,966,0,17,0,0
ML,2020-08-09,5,5,0,0,0,0
NC,2020-08-09,118,118,0,0,0,0
PV,2020-08-09,544,524,0,20,0,0
RI,2020-08-09,20,20,0,0,0,0
VC,2020-08-09,272,272,0,0,0,0
AN,2020-08-10,467,467,0,0,0,0
AR,2020-08-10,563,563,0,0,0,0
AS,2020-08-10,26,26,0,0,0,0
CB,2020-08-10,43,43,0,0,0,0
CE,2020-08-10,2,2,0,0,0,0
CL,2020-08-10,239,238,0,0,1,0
CM,2020-08-10,181,181,0,0,0,0
CN,2020-08-10,140,140,0,0,0,0
CT,2020-08-10,1219,1214,0,0,5,0
EX,2020-08-10,27,27,0,0,0,0
GA,2020-08-10,170,170,0,0,0,0
IB,2020-08-10,327,327,0,0,0,0
MC,2020-08-10,123,123,0,0,0,0
MD,2020-08-10,1541,1514,0,27,0,0
ML,2020-08-10,14,14,0,0,0,0
NC,2020-08-10,97,97,0,0,0,0
PV,2020-08-10,530,501,0,29,0,0
RI,2020-08-10,55,55,0,0,0,0
VC,2020-08-10,427,427,0,0,0,0
AN,2020-08-11,519,519,0,0,0,0
AR,2020-08-11,380,380,0,0,0,0
AS,2020-08-11,27,27,0,0,0,0
CB,2020-08-11,74,74,0,0,0,0
CE,2020-08-11,4,4,0,0,0,0
CL,2020-08-11,258,258,0,0,0,0
CM,2020-08-11,205,204,0,1,0,0
CN,2020-08-11,155,155,0,0,0,0
CT,2020-08-11,1158,1153,0,0,5,0
EX,2020-08-11,34,34,0,0,0,0
GA,2020-08-11,140,140,0,0,0,0
IB,2020-08-11,267,267,0,0,0,0
MC,2020-08-11,122,122,0,0,0,0
MD,2020-08-11,1964,1951,0,13,0,0
ML,2020-08-11,9,9,0,0,0,0
NC,2020-08-11,123,123,0,0,0,0
PV,2020-08-11,609,564,0,45,0,0
RI,2020-08-11,69,69,0,0,0,0
VC,2020-08-11,427,427,0,0,0,0
AN,2020-08-12,592,592,0,0,0,0
AR,2020-08-12,431,431,0,0,0,0
AS,2020-08-12,26,26,0,0,0,0
CB,2020-08-12,53,53,0,0,0,0
CE,2020-08-12,2,2,0,0,0,0
CL,2020-08-12,312,312,0,0,0,0
CM,2020-08-12,213,212,0,1,0,0
CN,2020-08-12,184,184,0,0,0,0
CT,2020-08-12,1214,1211,0,0,3,0
EX,2020-08-12,72,72,0,0,0,0
GA,2020-08-12,144,144,0,0,0,0
IB,2020-08-12,291,291,0,0,0,0
MC,2020-08-12,142,142,0,0,0,0
MD,2020-08-12,1790,1782,0,8,0,0
ML,2020-08-12,9,9,0,0,0,0
NC,2020-08-12,94,94,0,0,0,0
PV,2020-08-12,607,551,0,56,0,0
RI,2020-08-12,55,55,0,0,0,0
VC,2020-08-12,472,472,0,0,0,0
AN,2020-08-13,637,637,0,0,0,0
AR,2020-08-13,405,405,0,0,0,0
AS,2020-08-13,17,17,0,0,0,0
CB,2020-08-13,45,45,0,0,0,0
CE,2020-08-13,4,4,0,0,0,0
CL,2020-08-13,325,325,0,0,0,0
CM,2020-08-13,258,258,0,0,0,0
CN,2020-08-13,148,148,0,0,0,0
CT,2020-08-13,1144,1139,0,0,3,2
EX,2020-08-13,64,64,0,0,0,0
GA,2020-08-13,130,130,0,0,0,0
IB,2020-08-13,313,313,0,0,0,0
MC,2020-08-13,195,195,0,0,0,0
MD,2020-08-13,1746,1734,0,12,0,0
ML,2020-08-13,1,1,0,0,0,0
NC,2020-08-13,90,90,0,0,0,0
PV,2020-08-13,418,387,0,31,0,0
RI,2020-08-13,58,58,0,0,0,0
VC,2020-08-13,459,459,0,0,0,0
AN,2020-08-14,730,730,0,0,0,0
AR,2020-08-14,440,440,0,0,0,0
AS,2020-08-14,22,22,0,0,0,0
CB,2020-08-14,58,58,0,0,0,0
CE,2020-08-14,9,9,0,0,0,0
CL,2020-08-14,379,379,0,0,0,0
CM,2020-08-14,214,214,0,0,0,0
CN,2020-08-14,196,195,0,0,0,1
CT,2020-08-14,1249,1244,0,0,5,0
EX,2020-08-14,47,47,0,0,0,0
GA,2020-08-14,132,131,0,1,0,0
IB,2020-08-14,329,329,0,0,0,0
MC,2020-08-14,181,181,0,0,0,0
MD,2020-08-14,2273,2265,0,8,0,0
ML,2020-08-14,6,6,0,0,0,0
NC,2020-08-14,87,87,0,0,0,0
PV,2020-08-14,321,299,0,22,0,0
RI,2020-08-14,59,59,0,0,0,0
VC,2020-08-14,535,535,0,0,0,0
AN,2020-08-15,633,633,0,0,0,0
AR,2020-08-15,377,377,0,0,0,0
AS,2020-08-15,29,29,0,0,0,0
CB,2020-08-15,56,56,0,0,0,0
CE,2020-08-15,8,8,0,0,0,0
CL,2020-08-15,289,288,0,0,1,0
CM,2020-08-15,205,205,0,0,0,0
CN,2020-08-15,209,209,0,0,0,0
CT,2020-08-15,880,880,0,0,0,0
EX,2020-08-15,30,30,0,0,0,0
GA,2020-08-15,153,153,0,0,0,0
IB,2020-08-15,289,288,1,0,0,0
MC,2020-08-15,175,175,0,0,0,0
MD,2020-08-15,1207,1198,0,9,0,0
ML,2020-08-15,12,12,0,0,0,0
NC,2020-08-15,121,121,0,0,0,0
PV,2020-08-15,560,521,0,39,0,0
RI,2020-08-15,52,52,0,0,0,0
VC,2020-08-15,424,424,0,0,0,0
AN,2020-08-16,584,584,0,0,0,0
AR,2020-08-16,296,295,0,0,1,0
AS,2020-08-16,24,24,0,0,0,0
CB,2020-08-16,63,63,0,0,0,0
CE,2020-08-16,1,1,0,0,0,0
CL,2020-08-16,303,303,0,0,0,0
CM,2020-08-16,179,178,0,0,1,0
CN,2020-08-16,150,150,0,0,0,0
CT,2020-08-16,778,777,0,0,1,0
EX,2020-08-16,38,38,0,0,0,0
GA,2020-08-16,148,148,0,0,0,0
IB,2020-08-16,261,261,0,0,0,0
MC,2020-08-16,132,132,0,0,0,0
MD,2020-08-16,945,940,0,5,0,0
ML,2020-08-16,4,4,0,0,0,0
NC,2020-08-16,80,80,0,0,0,0
PV,2020-08-16,586,548,0,38,0,0
RI,2020-08-16,55,55,0,0,0,0
VC,2020-08-16,369,369,0,0,0,0
AN,2020-08-17,747,747,0,0,0,0
AR,2020-08-17,346,346,0,0,0,0
AS,2020-08-17,22,22,0,0,0,0
CB,2020-08-17,61,61,0,0,0,0
CE,2020-08-17,15,15,0,0,0,0
CL,2020-08-17,347,347,0,0,0,0
CM,2020-08-17,263,263,0,0,0,0
CN,2020-08-17,241,241,0,0,0,0
CT,2020-08-17,1292,1268,0,0,24,0
EX,2020-08-17,53,53,0,0,0,0
GA,2020-08-17,253,253,0,0,0,0
IB,2020-08-17,378,378,0,0,0,0
MC,2020-08-17,222,222,0,0,0,0
MD,2020-08-17,1533,1531,0,2,0,0
ML,2020-08-17,10,10,0,0,0,0
NC,2020-08-17,91,91,0,0,0,0
PV,2020-08-17,713,675,0,38,0,0
RI,2020-08-17,75,75,0,0,0,0
VC,2020-08-17,571,571,0,0,0,0
AN,2020-08-18,819,819,0,0,0,0
AR,2020-08-18,395,395,0,0,0,0
AS,2020-08-18,31,31,0,0,0,0
CB,2020-08-18,80,80,0,0,0,0
CE,2020-08-18,7,7,0,0,0,0
CL,2020-08-18,401,401,0,0,0,0
CM,2020-08-18,290,289,0,1,0,0
CN,2020-08-18,233,233,0,0,0,0
CT,2020-08-18,1353,1344,0,0,9,0
EX,2020-08-18,80,80,0,0,0,0
GA,2020-08-18,255,255,0,0,0,0
IB,2020-08-18,339,339,0,0,0,0
MC,2020-08-18,189,189,0,0,0,0
MD,2020-08-18,2705,2704,0,1,0,0
ML,2020-08-18,8,8,0,0,0,0
NC,2020-08-18,103,103,0,0,0,0
PV,2020-08-18,613,581,0,32,0,0
RI,2020-08-18,84,84,0,0,0,0
VC,2020-08-18,568,568,0,0,0,0
AN,2020-08-19,751,751,0,0,0,0
AR,2020-08-19,343,343,0,0,0,0
AS,2020-08-19,29,29,0,0,0,0
CB,2020-08-19,58,58,0,0,0,0
CE,2020-08-19,0,0,0,0,0,0
CL,2020-08-19,407,407,0,0,0,0
CM,2020-08-19,304,304,0,0,0,0
CN,2020-08-19,194,194,0,0,0,0
CT,2020-08-19,1211,1201,0,0,10,0
EX,2020-08-19,98,98,0,0,0,0
GA,2020-08-19,235,235,0,0,0,0
IB,2020-08-19,307,307,0,0,0,0
MC,2020-08-19,205,205,0,0,0,0
MD,2020-08-19,2927,2924,0,3,0,0
ML,2020-08-19,7,7,0,0,0,0
NC,2020-08-19,114,114,0,0,0,0
PV,2020-08-19,686,655,0,31,0,0
RI,2020-08-19,87,87,0,0,0,0
VC,2020-08-19,585,585,0,0,0,0
AN,2020-08-20,852,852,0,0,0,0
AR,2020-08-20,338,338,0,0,0,0
AS,2020-08-20,33,33,0,0,0,0
CB,2020-08-20,69,69,0,0,0,0
CE,2020-08-20,4,4,0,0,0,0
CL,2020-08-20,513,509,0,2,2,0
CM,2020-08-20,343,343,0,0,0,0
CN,2020-08-20,230,230,0,0,0,0
CT,2020-08-20,1411,1405,0,0,6,0
EX,2020-08-20,82,82,0,0,0,0
GA,2020-08-20,222,222,0,0,0,0
IB,2020-08-20,307,307,0,0,0,0
MC,2020-08-20,235,235,0,0,0,0
MD,2020-08-20,2669,2669,0,0,0,0
ML,2020-08-20,9,9,0,0,0,0
NC,2020-08-20,102,102,0,0,0,0
PV,2020-08-20,479,462,0,17,0,0
RI,2020-08-20,79,79,0,0,0,0
VC,2020-08-20,600,600,0,0,0,0
AN,2020-08-21,914,914,0,0,0,0
AR,2020-08-21,279,279,0,0,0,0
AS,2020-08-21,30,30,0,0,0,0
CB,2020-08-21,81,81,0,0,0,0
CE,2020-08-21,7,7,0,0,0,0
CL,2020-08-21,402,401,0,0,1,0
CM,2020-08-21,385,385,0,0,0,0
CN,2020-08-21,247,247,0,0,0,0
CT,2020-08-21,1400,1389,0,0,11,0
EX,2020-08-21,90,90,0,0,0,0
GA,2020-08-21,194,194,0,0,0,0
IB,2020-08-21,281,281,0,0,0,0
MC,2020-08-21,284,284,0,0,0,0
MD,2020-08-21,3897,3896,0,1,0,0
ML,2020-08-21,15,15,0,0,0,0
NC,2020-08-21,147,147,0,0,0,0
PV,2020-08-21,422,398,0,24,0,0
RI,2020-08-21,69,69,0,0,0,0
VC,2020-08-21,662,662,0,0,0,0
AN,2020-08-22,819,819,0,0,0,0
AR,2020-08-22,292,292,0,0,0,0
AS,2020-08-22,35,35,0,0,0,0
CB,2020-08-22,85,85,0,0,0,0
CE,2020-08-22,12,12,0,0,0,0
CL,2020-08-22,279,279,0,0,0,0
CM,2020-08-22,324,324,0,0,0,0
CN,2020-08-22,267,267,0,0,0,0
CT,2020-08-22,859,856,0,0,3,0
EX,2020-08-22,89,89,0,0,0,0
GA,2020-08-22,288,288,0,0,0,0
IB,2020-08-22,217,217,0,0,0,0
MC,2020-08-22,275,275,0,0,0,0
MD,2020-08-22,1530,1523,0,7,0,0
ML,2020-08-22,7,7,0,0,0,0
NC,2020-08-22,109,109,0,0,0,0
PV,2020-08-22,577,529,0,48,0,0
RI,2020-08-22,86,86,0,0,0,0
VC,2020-08-22,596,596,0,0,0,0
AN,2020-08-23,771,771,0,0,0,0
AR,2020-08-23,196,196,0,0,0,0
AS,2020-08-23,46,46,0,0,0,0
CB,2020-08-23,64,64,0,0,0,0
CE,2020-08-23,6,6,0,0,0,0
CL,2020-08-23,294,293,0,0,1,0
CM,2020-08-23,308,307,0,1,0,0
CN,2020-08-23,213,213,0,0,0,0
CT,2020-08-23,797,797,0,0,0,0
EX,2020-08-23,69,69,0,0,0,0
GA,2020-08-23,254,254,0,0,0,0
IB,2020-08-23,198,198,0,0,0,0
MC,2020-08-23,241,241,0,0,0,0
MD,2020-08-23,1106,1105,0,1,0,0
ML,2020-08-23,16,16,0,0,0,0
NC,2020-08-23,122,122,0,0,0,0
PV,2020-08-23,738,696,0,42,0,0
RI,2020-08-23,95,95,0,0,0,0
VC,2020-08-23,462,462,0,0,0,0
AN,2020-08-24,878,878,0,0,0,0
AR,2020-08-24,259,259,0,0,0,0
AS,2020-08-24,51,51,0,0,0,0
CB,2020-08-24,75,75,0,0,0,0
CE,2020-08-24,10,9,0,0,1,0
CL,2020-08-24,470,466,0,0,4,0
CM,2020-08-24,400,400,0,0,0,0
CN,2020-08-24,290,290,0,0,0,0
CT,2020-08-24,1464,1458,0,0,6,0
EX,2020-08-24,80,80,0,0,0,0
GA,2020-08-24,266,266,0,0,0,0
IB,2020-08-24,257,257,0,0,0,0
MC,2020-08-24,270,270,0,0,0,0
MD,2020-08-24,1826,1822,0,4,0,0
ML,2020-08-24,17,17,0,0,0,0
NC,2020-08-24,134,134,0,0,0,0
PV,2020-08-24,787,741,0,46,0,0
RI,2020-08-24,74,74,0,0,0,0
VC,2020-08-24,693,693,0,0,0,0
AN,2020-08-25,920,919,0,1,0,0
AR,2020-08-25,292,292,0,0,0,0
AS,2020-08-25,38,38,0,0,0,0
CB,2020-08-25,84,84,0,0,0,0
CE,2020-08-25,11,11,0,0,0,0
CL,2020-08-25,512,512,0,0,0,0
CM,2020-08-25,398,397,0,0,1,0
CN,2020-08-25,297,297,0,0,0,0
CT,2020-08-25,1335,1330,0,0,5,0
EX,2020-08-25,110,110,0,0,0,0
GA,2020-08-25,315,315,0,0,0,0
IB,2020-08-25,265,265,0,0,0,0
MC,2020-08-25,305,305,0,0,0,0
MD,2020-08-25,3723,3718,0,5,0,0
ML,2020-08-25,15,15,0,0,0,0
NC,2020-08-25,152,152,0,0,0,0
PV,2020-08-25,876,829,0,47,0,0
RI,2020-08-25,88,88,0,0,0,0
VC,2020-08-25,595,595,0,0,0,0
AN,2020-08-26,1030,1030,0,0,0,0
AR,2020-08-26,258,258,0,0,0,0
AS,2020-08-26,36,36,0,0,0,0
CB,2020-08-26,84,84,0,0,0,0
CE,2020-08-26,8,8,0,0,0,0
CL,2020-08-26,434,432,0,0,2,0
CM,2020-08-26,449,449,0,0,0,0
CN,2020-08-26,302,301,0,1,0,0
CT,2020-08-26,1485,1472,0,0,12,1
EX,2020-08-26,97,97,0,0,0,0
GA,2020-08-26,260,260,0,0,0,0
IB,2020-08-26,272,272,0,0,0,0
MC,2020-08-26,312,312,0,0,0,0
MD,2020-08-26,3096,3089,0,7,0,0
ML,2020-08-26,10,10,0,0,0,0
NC,2020-08-26,280,280,0,0,0,0
PV,2020-08-26,735,691,0,44,0,0
RI,2020-08-26,121,121,0,0,0,0
VC,2020-08-26,683,683,0,0,0,0
AN,2020-08-27,1049,1049,0,0,0,0
AR,2020-08-27,223,223,0,0,0,0
AS,2020-08-27,37,37,0,0,0,0
CB,2020-08-27,71,71,0,0,0,0
CE,2020-08-27,6,6,0,0,0,0
CL,2020-08-27,580,578,0,0,2,0
CM,2020-08-27,501,501,0,0,0,0
CN,2020-08-27,306,306,0,0,0,0
CT,2020-08-27,1400,1393,0,0,7,0
EX,2020-08-27,86,86,0,0,0,0
GA,2020-08-27,273,273,0,0,0,0
IB,2020-08-27,242,242,0,0,0,0
MC,2020-08-27,347,347,0,0,0,0
MD,2020-08-27,3215,3207,0,8,0,0
ML,2020-08-27,6,6,0,0,0,0
NC,2020-08-27,149,149,0,0,0,0
PV,2020-08-27,503,473,0,30,0,0
RI,2020-08-27,79,79,0,0,0,0
VC,2020-08-27,571,570,0,1,0,0
AN,2020-08-28,1060,1060,0,0,0,0
AR,2020-08-28,293,293,0,0,0,0
AS,2020-08-28,45,45,0,0,0,0
CB,2020-08-28,144,144,0,0,0,0
CE,2020-08-28,4,4,0,0,0,0
CL,2020-08-28,526,526,0,0,0,0
CM,2020-08-28,491,491,0,0,0,0
CN,2020-08-28,281,281,0,0,0,0
CT,2020-08-28,1379,1372,0,0,7,0
EX,2020-08-28,139,139,0,0,0,0
GA,2020-08-28,231,231,0,0,0,0
IB,2020-08-28,259,259,0,0,0,0
MC,2020-08-28,358,357,0,0,0,1
MD,2020-08-28,4426,4411,0,15,0,0
ML,2020-08-28,16,16,0,0,0,0
NC,2020-08-28,157,157,0,0,0,0
PV,2020-08-28,518,481,0,37,0,0
RI,2020-08-28,87,87,0,0,0,0
VC,2020-08-28,676,676,0,0,0,0
AN,2020-08-29,908,908,0,0,0,0
AR,2020-08-29,263,263,0,0,0,0
AS,2020-08-29,31,31,0,0,0,0
CB,2020-08-29,82,82,0,0,0,0
CE,2020-08-29,7,7,0,0,0,0
CL,2020-08-29,516,516,0,0,0,0
CM,2020-08-29,390,390,0,0,0,0
CN,2020-08-29,281,281,0,0,0,0
CT,2020-08-29,757,757,0,0,0,0
EX,2020-08-29,101,99,0,0,0,2
GA,2020-08-29,248,248,0,0,0,0
IB,2020-08-29,219,219,0,0,0,0
MC,2020-08-29,341,340,1,0,0,0
MD,2020-08-29,1750,1739,0,11,0,0
ML,2020-08-29,20,20,0,0,0,0
NC,2020-08-29,157,157,0,0,0,0
PV,2020-08-29,559,518,0,41,0,0
RI,2020-08-29,86,85,0,0,0,1
VC,2020-08-29,641,641,0,0,0,0
AN,2020-08-30,810,810,0,0,0,0
AR,2020-08-30,195,195,0,0,0,0
AS,2020-08-30,46,46,0,0,0,0
CB,2020-08-30,122,122,0,0,0,0
CE,2020-08-30,10,10,0,0,0,0
CL,2020-08-30,333,333,0,0,0,0
CM,2020-08-30,348,348,0,0,0,0
CN,2020-08-30,276,276,0,0,0,0
CT,2020-08-30,693,691,0,0,2,0
EX,2020-08-30,122,122,0,0,0,0
GA,2020-08-30,252,252,0,0,0,0
IB,2020-08-30,165,165,0,0,0,0
MC,2020-08-30,321,321,0,0,0,0
MD,2020-08-30,1600,1588,0,12,0,0
ML,2020-08-30,11,11,0,0,0,0
NC,2020-08-30,103,103,0,0,0,0
PV,2020-08-30,602,562,0,40,0,0
RI,2020-08-30,85,85,0,0,0,0
VC,2020-08-30,387,387,0,0,0,0
AN,2020-08-31,1000,1000,0,0,0,0
AR,2020-08-31,322,322,0,0,0,0
AS,2020-08-31,37,37,0,0,0,0
CB,2020-08-31,150,150,0,0,0,0
CE,2020-08-31,14,14,0,0,0,0
CL,2020-08-31,344,343,0,1,0,0
CM,2020-08-31,480,480,0,0,0,0
CN,2020-08-31,295,295,0,0,0,0
CT,2020-08-31,1294,1290,0,0,4,0
EX,2020-08-31,102,101,0,0,1,0
GA,2020-08-31,244,244,0,0,0,0
IB,2020-08-31,227,227,0,0,0,0
MC,2020-08-31,344,344,0,0,0,0
MD,2020-08-31,2174,2155,0,19,0,0
ML,2020-08-31,15,15,0,0,0,0
NC,2020-08-31,208,208,0,0,0,0
PV,2020-08-31,741,675,0,66,0,0
RI,2020-08-31,62,62,0,0,0,0
VC,2020-08-31,502,502,0,0,0,0
AN,2020-09-01,1176,1176,0,0,0,0
AR,2020-09-01,292,292,0,0,0,0
AS,2020-09-01,64,64,0,0,0,0
CB,2020-09-01,162,162,0,0,0,0
CE,2020-09-01,9,9,0,0,0,0
CL,2020-09-01,518,518,0,0,0,0
CM,2020-09-01,587,587,0,0,0,0
CN,2020-09-01,276,276,0,0,0,0
CT,2020-09-01,1424,1412,0,0,12,0
EX,2020-09-01,121,121,0,0,0,0
GA,2020-09-01,250,250,0,0,0,0
IB,2020-09-01,234,234,0,0,0,0
MC,2020-09-01,430,430,0,0,0,0
MD,2020-09-01,4294,4268,0,26,0,0
ML,2020-09-01,35,35,0,0,0,0
NC,2020-09-01,215,215,0,0,0,0
PV,2020-09-01,797,733,0,64,0,0
RI,2020-09-01,94,94,0,0,0,0
VC,2020-09-01,570,570,0,0,0,0
AN,2020-09-02,1052,1052,0,0,0,0
AR,2020-09-02,270,270,0,0,0,0
AS,2020-09-02,56,56,0,0,0,0
CB,2020-09-02,112,112,0,0,0,0
CE,2020-09-02,8,8,0,0,0,0
CL,2020-09-02,511,510,0,0,1,0
CM,2020-09-02,658,658,0,0,0,0
CN,2020-09-02,258,256,0,2,0,0
